BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;GEN;39;35;1;IAO;7238;1205;911;776;;;9;;;;;;35;;;;2;730;822;383;490;0;0
URGENCES2;2020;500000450;CH MEMORIAL - SAINT-LO;500000112;GEN;168;472;;;41158;5061;10343;10461;3005;1096;178;133;;;;;1311;495;43;;7;2562;2407;1599;827;0;0
URGENCES2;2020;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;GEN;168;420;1;IAO;14171;2297;2207;2912;1635;13;76;53;;0;;;722;223;1;;5;1830;1520;838;700;1;1
URGENCES2;2020;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;GEN;351;630;1;IAOMAO;23464;2982;3418;3761;944;331;16;9;0;0;0;0;430;73;6;;8;2928;1507;633;930;0;1
URGENCES2;2020;510000185;POLYCLINIQUE DE COURLANCY;510000532;GEN;168;392;1;IAO;10611;666;908;2845;337;46;;;;;;;;;;;8;2928;1343;995;360;1;0
URGENCES2;2020;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;GEN;193;532;1;IAO;16757;3388;2855;4805;1555;420;;;;;;;;;;;3;1098;1540;766;951;1;1
URGENCES2;2020;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;GEN;168;183;;;11304;1169;1853;2369;850;36;93;59;;;;;;;;;4;1464;1525;878;691;;
URGENCES2;2020;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;PED;313;914;1;IAO;21309;;;;;;;;;;;;;;;2836;8;2928;2256;487;1847;;
URGENCES2;2020;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;GEN;498;1582;1;IAO;44092;6279;622;9337;3289;47;79;34;1;;;;1180;80;4;;12;4930;3922;1285;3229;1;1
URGENCES2;2020;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;GEN;175;406;1;IAO;12899;1049;604;4483;584;60;;;;;;;;;;;6;;2776;1647;1167;1;0
URGENCES2;2020;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;GEN;44;630;;IAO;;;;;;;;;;;;;;;;;4;1460;2141;428;1884;1;1
URGENCES2;2020;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;GEN;96;252;0;;12101;1781;1942;2700;1097;14;;;;;;;1028;229;97;;4;1464;1136;499;699;1;0
URGENCES2;2020;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;GEN;238;420;1;IAO;22627;2962;4707;;;;;;;;;;;;;;4;1360;1570;598;1214;1;1
URGENCES2;2020;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;GEN;168;392;1;IAO;16157;3848;2546;5066;2289;130;188;14;8;;;;396;;;;1;;1178;559;630;0;1
URGENCES2;2020;530000173;CENTRE HOSPITALIER NORD MAYENNE;530000074;GEN;385;588;1;IAO;20391;3383;2878;4131;1786;47;213;23;0;0;0;0;396;109;36;;6;2196;1524;124;1663;1;
URGENCES2;2020;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;GEN;420;874;1;IAO;36339;4384;10689;7196;2220;1243;45;1;2;4;2;;266;;9;;11;4015;2363;430;2104;0;1
URGENCES2;2020;540000015;CHRU NANCY - MATERNITE;540023264;PED;209;63;1;MAO;10736;;;;;;;;;;;;;;;2547;;;;;;;
URGENCES2;2020;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;GEN;406;217;1;IAO;13611;1663;2168;1916;1068;14;2;2;0;;;0;591;86;82;;4;1460;1644;344;1469;1;1
URGENCES2;2020;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;GEN;218;252;;IAO;13749;2073;2312;4273;1430;223;;;;;;;470;48;96;;4;1460;1179;472;739;1;1
URGENCES2;2020;540000486;POLYCLINIQUE DE GENTILLY;540000932;GEN;168;576;1;IAO;12675;502;43;;;;;;;;;;;;;;8;2920;5696;3730;2172;1;1
URGENCES2;2020;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;GEN;220;402;1;IAO;23906;2420;5449;3550;1265;294;112;8;0;0;0;0;784;;;;5;1807;1837;710;1390;;
URGENCES2;2020;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;GEN;385;572;1;IAO;18325;2475;2519;1316;473;84;308;160;7;15;7;0;146;104;2;;7;2555;2889;2789;120;;0
URGENCES2;2020;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;GEN;504;1344;1;IAO;41661;6847;592;10731;3919;43;;;;;;;1772;187;16;;16;5360;10237;3682;8055;1;1
URGENCES2;2020;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;PED;170;588;1;IAO;19983;;;;;;;;;;;;;;;4491;8;2928;3404;1690;1934;;
URGENCES2;2020;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;GEN;218;756;1;IAO;25449;3118;3802;7335;1579;543;287;21;6;1;1;;246;21;33;;6;2196;1534;476;1083;1;1
URGENCES2;2020;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;550003354;GEN;381;581;1;IAO;14322;2402;1523;3792;1307;13;2;1;0;0;0;0;1581;399;104;;4;1464;2247;769;1652;1;1
URGENCES2;2020;560000127;CHBA SITE DE VANNES;560023210;GEN;621;1472;1;IAO;71177;9000;15323;18341;5512;1893;12;8;0;;;;848;144;37;;8;2928;4768;1072;3995;1;0
URGENCES2;2020;560000135;GHBS- HÔPITAL DU SCORFF;560005746;GEN;664;1158;1;IAOMAO;49607;6973;12462;15153;5021;250;;;;;;;4;1;0;;9;3294;4726;1628;3480;1;1
URGENCES2;2020;560000143;CHCB- SITE KÉRIO;560014748;GEN;252;504;1;IAO;29009;9455;11067;17542;6534;1286;;;;;;;;;;;12;4380;2103;230;2164;1;1
URGENCES2;2020;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;GEN;168;308;1;IAO;17565;3290;2364;4607;2036;51;;;;;;;418;62;60;;6;2190;1588;300;1331;0;1
URGENCES2;2020;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;GEN;368;1082;1;IAO;38523;3089;13674;6023;1140;1314;40;33;;;;;873;142;30;;8;2928;2266;683;1736;1;1
URGENCES2;2020;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;GEN;168;504;1;IAO;19411;2514;3214;4483;1527;349;0;0;0;0;0;0;583;43;50;;4;1460;1475;767;745;1;1
URGENCES2;2020;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;GEN;360;758;1;IAO;20076;;;;;;;;;;;;;;;;4;1464;3954;3039;1050;;
URGENCES2;2020;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;GEN;413;1400;1;IAO;47806;6020;14158;8998;2589;1145;443;5;1;0;0;0;1463;624;81;;15;5349;3955;687;4481;1;1
URGENCES2;2020;570000596;HIA LEGOUEST;750821092;GEN;252;558;1;IAO;27330;1049;2597;2425;451;23;26;1;1;;;;610;158;14;;6;2190;2424;1392;1132;1;1
URGENCES2;2020;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;GEN;170;340;0;;9503;521;1210;16;3;;;;;;;;;;;;5;1830;3765;2302;1520;;
URGENCES2;2020;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;GEN;336;637;1;IAOMAO;26842;3289;4786;8002;1964;684;;;;;;;;;;;5;1830;2535;1313;1277;1;1
URGENCES2;2020;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;GEN;658;1400;1;IAO;61961;6951;17336;9300;2653;1268;17;6;0;0;0;0;2809;678;150;;20;7089;6357;1404;6237;1;1
URGENCES2;2020;580972669;CH CLAMECY;580780070;GEN;168;168;0;;9321;1493;1414;1497;660;10;;;;;;;156;38;30;;2;730;839;523;357;1;0
URGENCES2;2020;580972677;CH COSNE COURS SUR LOIRE;580780088;GEN;168;252;1;IAO;9744;2216;1377;1633;;;0;0;0;;;;754;;;;2;730;1028;546;547;1;1
URGENCES2;2020;580972685;CH DECIZE;580780096;GEN;168;168;1;IAO;11671;1766;1815;;;;;;;;;;377;;;;2;732;1080;278;993;1;
URGENCES2;2020;580972693;HOPITAL PIERRE BEREGOVOY;580780039;GEN;644;1008;1;IAO;36615;5134;8118;9265;2935;1982;7;7;0;0;0;0;347;92;0;;10;3660;2333;624;1810;1;1
URGENCES2;2020;590000121;CH SECLIN;590780227;GEN;503;908;1;IAO;33073;3454;9947;5823;1944;948;3;3;0;0;;;193;23;10;;8;2928;3492;1637;2191;0;1
URGENCES2;2020;590000337;CH DUNKERQUE;590781415;GEN;386;2114;1;IAO;53667;5757;10435;15404;3383;1983;;;;;;;813;137;39;;15;4665;6711;3169;3977;1;1
URGENCES2;2020;590000428;CH CAMBRAI;590781605;GEN;238;672;1;IAO;27997;;6235;9609;;;;;;;;;;;;;10;3650;7805;4364;3617;0;1
URGENCES2;2020;590000436;CH LE CATEAU;590781621;GEN;336;336;1;IAO;12824;1356;2493;770;464;0;0;0;0;0;0;0;676;153;39;;5;;2939;1657;1393;;
URGENCES2;2020;590000469;CH FOURMIES;590781662;GEN;203;574;1;IAO;14107;1410;3197;3068;980;216;201;3;4;;;;;;;;12;4015;2023;802;1538;1;0
URGENCES2;2020;590000535;CH SAMBRE AVESNOIS MAUBEUGE;590781803;GEN;504;1131;1;IAO;41312;3966;11445;9904;2762;1275;591;4;9;;;;703;224;36;;12;4380;4305;2059;2490;1;1
URGENCES2;2020;590000592;CH DENAIN;590782165;GEN;329;658;1;IAO;23174;2345;4399;6624;1384;93;178;2;10;;;;352;101;146;;6;2190;2766;1479;1328;1;1
URGENCES2;2020;590000618;CH VALENCIENNES;590782215;GEN;724;1776;1;IAOMAO;60670;8952;1456;10302;2881;143;;;;;;;;;;;10;4297;12716;6877;6319;1;1
URGENCES2;2020;590000618;CH VALENCIENNES;590782215;PED;266;332;1;IAO;20136;;;;;;;;;;;;;;;3020;8;2928;1820;870;974;;
URGENCES2;2020;590000758;CH ARMENTIERES;590782637;GEN;273;769;1;IAO;27154;2520;7244;8241;;;;;;;;;;;;;8;2928;7111;5247;1919;1;1
URGENCES2;2020;590000774;CH HAZEBROUCK;590782652;GEN;;;1;IAO;16047;1926;2315;4148;1280;91;;;;;;;11;5;2;;2;732;2396;1598;800;0;0
URGENCES2;2020;590001004;CH DOUAI DECHY;590783239;GEN;50;35;1;IAO;52627;6067;13714;14516;3738;1971;338;5;25;;;;;;;;11;4026;5594;1458;4754;1;1
URGENCES2;2020;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;GEN;168;268;1;IAO;10976;1163;2421;1480;623;18;;;;;;;;;;;2;730;456;291;168;1;1
URGENCES2;2020;590008041;POLYCLINIQUE VAUBAN;590008033;GEN;168;420;1;IAOMAO;14889;1946;1474;;;;;;;;;;;;;;11;;891;264;674;1;1
URGENCES2;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;GEN;;;1;IAO;22263;4754;1761;8631;3157;153;;;;;;;;;;;7;2555;5283;2976;2492;;
URGENCES2;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;GEN;612;2028;1;IAO;64386;6239;2486;14517;3110;348;342;37;42;;;;1876;283;39;;13;4758;18849;10520;8337;1;1
URGENCES2;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;PED;387;543;1;IAO;18719;;;;;;;;;;;;;;;4711;10;3660;4577;2363;2259;;
URGENCES2;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;GEN;;;1;IAO;33468;2908;3273;8817;1928;497;;;;;;;;;;;7;2555;5224;2241;3297;0;0
URGENCES2;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;PED;;;0;;14924;;;;;;;;;;;;;;;2525;5;1825;1041;464;586;;
URGENCES2;2020;590801106;HOPITAL VICTOR PROVO;590782421;GEN;891;1461;;;42198;;;;;;;;;;;;;;;;12;;4532;2122;2466;;
URGENCES2;2020;590801106;HOPITAL VICTOR PROVO;590782421;PED;80;419;;;19117;;;;;;;;;;;;;;;;3;;607;516;91;;
URGENCES2;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;GEN;567;1050;1;IAO;38308;4006;9315;8165;2290;1115;;;;;;;718;252;35;;8;2920;2929;1573;1368;1;1
URGENCES2;2020;590816310;CLINIQUE SAINT AME;590000048;GEN;168;252;1;IAO;13995;890;3169;811;;;;;;;;;;;;;3;1095;402;256;162;1;1
URGENCES2;2020;600000053;CH GHPSO SENLIS;600101984;GEN;379;672;1;IAO;13268;1740;816;3470;1449;6;1;1;;;;;86;24;2;;6;2550;1870;170;2298;1;1
URGENCES2;2020;600000186;CH CLERMONT;600100648;GEN;168;168;1;IAO;23140;1852;4130;;;;;;;;;;;;;;8;;1248;496;904;;
URGENCES2;2020;600000194;CH BEAUVAIS;600100713;GEN;504;1176;1;IAO;40035;5349;3831;7738;2577;110;;;;;;;;;;;12;4392;3112;848;3522;;1
URGENCES2;2020;600000194;CH BEAUVAIS;600100713;PED;156;300;1;IAO;13216;;;;;;;;;;;;;;;1856;4;1464;237;57;249;;
URGENCES2;2020;600000285;CH CHICN NOYON;600100721;GEN;;840;0;;13345;1589;2311;1773;676;16;10;;;;;;;;;;3;1098;831;204;669;;
URGENCES2;2020;600000467;CH GHPSO CREIL;600101984;GEN;410;1263;1;IAOMAO;34335;3745;3251;4735;1165;71;;;;;;;540;219;6;;14;1464;1419;159;1849;0;1
URGENCES2;2020;600000467;CH GHPSO CREIL;600101984;PED;168;752;1;IAO;15015;;;;;;;;;;;;;;;2358;6;2013;804;297;560;;
URGENCES2;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;GEN;189;356;1;IAO;14494;469;2234;1;;;;;;;;;;;;;5;1830;2492;2258;243;1;1
URGENCES2;2020;600113476;CH CHICN COMPIÈGNE;600100721;GEN;;3024;1;IAO;37159;5193;4448;8183;2746;135;8;5;0;0;0;0;;;;;12;4380;2818;233;3056;;
URGENCES2;2020;600113476;CH CHICN COMPIÈGNE;600100721;PED;;504;0;;17274;;;;;;;;;;;;;;;2207;;;0;0;0;;
URGENCES2;2020;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;GEN;168;387;1;IAO;14857;2023;2616;4333;1745;126;;;;;;;;;;;4;4;2247;1282;1050;1;0
URGENCES2;2020;610000051;CHICAM - SITE ALENCON;610780082;GEN;420;1236;1;IAO;38650;5840;9645;7667;2801;824;113;36;1;5;1;;404;140;8;;8;2920;1073;244;1490;0;1
URGENCES2;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;GEN;208;672;1;IAO;25077;3252;7401;7264;2279;1141;;;;;;;231;42;17;;5;1830;6201;4545;1719;1;1
URGENCES2;2020;610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;610780124;GEN;168;168;1;IAO;6636;1212;1126;1221;579;8;7;2;0;0;0;0;273;61;48;;2;730;798;136;774;1;0
URGENCES2;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;GEN;386;624;1;IAO;26447;;;7595;;;;;;;;;;;;;6;2196;5337;3029;2527;;
URGENCES2;2020;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;GEN;168;217;1;IAO;9265;1567;1163;927;605;;25;16;;;;;203;28;27;;3;1098;487;98;457;0;0
URGENCES2;2020;620000034;CH ARRAS;620100057;GEN;407;1069;1;IAOMAO;39209;5557;3849;9534;3392;124;672;349;7;;;;1173;453;17;;8;2920;9295;5209;4226;0;0
URGENCES2;2020;620000034;CH ARRAS;620100057;PED;168;206;1;IAOMAO;7959;;;;;;;;;;;;;;;1443;4;1460;678;324;361;;
URGENCES2;2020;620000224;CH BETHUNE;620100651;GEN;476;1103;1;IAO;38663;4459;7474;16335;3135;1776;;;;;;;;;;;6;2190;2980;2972;8;1;1
URGENCES2;2020;620000257;CH LENS;620100685;GEN;604;1313;1;IAO;51691;5529;14975;15779;602;357;;;;;;;;;;;12;3268;5891;2703;3435;1;0
URGENCES2;2020;620000323;CH CALAIS;620101337;GEN;574;1815;1;IAO;38837;3536;10751;10829;2282;1894;291;3;18;;;;;;;;12;4380;5618;1178;8585;1;1
URGENCES2;2020;620000349;CH REGION DE ST OMER;620101360;GEN;348;1092;1;IAO;32407;3904;7685;6789;1992;1028;4;3;;;;;940;139;68;;11;4026;5797;453;6117;1;0
URGENCES2;2020;620000653;CH BOULOGNE-SUR-MER;620103440;GEN;504;1057;1;IAO;44613;5290;6653;10103;2774;435;534;23;21;;;;164;35;3;;10;3650;10143;6621;3711;0;0
URGENCES2;2020;620000653;CH BOULOGNE-SUR-MER;620103440;PED;168;1057;;;5012;;;;;;;;;;;;;;;1221;4;1460;160;134;27;;
URGENCES2;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;GEN;336;481;1;IAO;27840;3507;5892;8207;2266;1048;348;16;3;0;0;0;0;0;0;;6;2196;3197;805;2620;1;
URGENCES2;2020;620003350;HOPITAL DE RIAUMONT;620001834;GEN;399;504;1;IAO;16949;1697;2788;3997;744;77;6;;;0;;;262;;;;2;732;980;968;13;1;1
URGENCES2;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;GEN;450;805;1;IAO;24393;4614;2290;6774;;142;;;;;;;;;;;6;2196;1997;875;1266;1;1
URGENCES2;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;GEN;420;693;1;IAO;24433;3211;4401;;;;;;;;;;;;;;7;2555;3008;2024;1047;;1
URGENCES2;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;GEN;168;280;1;IAO;15454;1266;3199;;;;;;;;;;;;;;6;2196;1089;746;362;1;1
URGENCES2;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;GEN;781;1032;1;IAOMAO;49754;7029;2612;16678;4600;357;256;5;26;0;0;0;757;294;16;;20;7320;8075;2231;6190;1;0
URGENCES2;2020;630000412;CH D'AMBERT;630780997;GEN;168;280;0;;9933;1265;1327;1659;;;;;;;;;283;;;;4;1464;959;228;974;0;1
URGENCES2;2020;630000420;CH PAUL ARDIER ISSOIRE;630781003;GEN;168;168;1;IAO;15010;2149;2363;3119;1285;20;0;0;0;0;0;0;;;;;2;732;903;453;476;1;0
URGENCES2;2020;630000438;CH DE RIOM;630781011;GEN;168;259;1;IAO;15943;3668;850;;;;;;;;;;;;;;10;3650;1852;396;1895;;1
URGENCES2;2020;630000446;CH DE THIERS;630781029;GEN;168;168;0;;12439;2561;1474;2922;1140;24;129;;;;;;237;;;;4;1464;1515;325;1451;1;0
URGENCES2;2020;630780211;POLE SANTE REPUBLIQUE;630000107;GEN;217;323;1;IAO;18759;777;1095;1775;338;19;;;;;;;4;;;;2;732;625;561;70;1;1
URGENCES2;2020;630781268;HOPITAL ESTAING - CHU63;630780989;PED;234;1680;1;IAO;25504;;;;;;;;;;;;;;;2440;4;1460;804;227;628;;
URGENCES2;2020;640000162;CH DE LA COTE BASQUE - BAYONNE;640780417;GEN;910;1256;;IAOMAO;47085;4890;12208;15647;3410;2940;549;17;19;;;;;;;;15;5490;8915;4646;4492;1;1
URGENCES2;2020;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;GEN;168;336;0;;10782;1973;1669;2393;1062;27;3;2;0;0;0;0;0;0;0;;4;1460;1855;1062;845;1;
URGENCES2;2020;640000410;CENTRE HOSPITALIER OLORON;640780821;GEN;168;252;1;IAO;11136;1404;1582;3529;933;83;;;;;;;194;;32;;2;730;1376;821;562;;
URGENCES2;2020;640000600;CENTRE HOSPITALIER DE PAU;640781290;GEN;1071;1613;1;IAO;54373;6700;14887;9558;3343;1363;;;;;;;;;;;13;4758;9014;4963;4351;1;0
URGENCES2;2020;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;GEN;168;168;1;IAO;8870;1754;1598;2746;973;94;;;;;;;;;;;4;1460;1618;979;797;0;0
URGENCES2;2020;640018206;CAPIO CLINIQUE BELHARRA;640012209;GEN;238;308;1;IAO;14847;1191;2196;5501;;;;;;;;;;;;;4;1460;2828;2231;598;1;1
URGENCES2;2020;640780490;CAPIO CLINIQUE AGUILERA;640000212;GEN;188;217;1;IAO;18118;2065;2319;1933;894;55;;;;;;;299;143;13;;4;1464;1625;1165;467;1;1
URGENCES2;2020;640780748;POLYCLINIQUE CÔTE BASQUE SUD;640000360;GEN;265;337;1;IAO;13362;1927;2141;5002;1475;169;0;0;0;0;0;0;55;8;14;;9;3285;4959;3540;1465;1;1
URGENCES2;2020;640780938;POLYCLINIQUE MARZET;640000451;GEN;168;168;0;;8740;1146;675;316;;;;;;;;;;;;;2;730;609;487;122;1;1
URGENCES2;2020;650000045;CH LOURDES;650780158;GEN;336;504;1;IAO;16106;2546;2432;1827;877;24;32;27;0;0;0;0;603;111;60;;6;2196;1800;774;1052;1;0
URGENCES2;2020;650000052;CH BAGNERES DE BIGORRE;650780166;GEN;168;168;0;;5596;663;1374;254;183;;2;;;;;;543;;;;2;730;16;13;3;0;0
URGENCES2;2020;650000417;CH BIGORRE SITE GESPE TARBES;650783160;GEN;406;888;1;IAO;35736;5374;8728;6321;2101;999;55;57;0;0;0;0;1051;253;38;;4;1464;2978;1489;1601;1;1
URGENCES2;2020;650780679;POLYCL DE L'ORMEAU SITE CENTRE;650000243;GEN;168;238;1;IAO;7285;947;535;749;260;1;;;;;;;249;55;2;;3;1095;741;628;114;1;1
URGENCES2;2020;650784218;CMC HOPITAUX DE LANNEMEZAN;650780174;GEN;168;252;1;IAO;11209;1681;1991;1974;737;76;214;22;19;;;;33;11;4;;2;732;901;560;347;1;1
URGENCES2;2020;660000084;CH PERPIGNAN;660780180;GEN;630;1442;1;IAO;49714;7040;4846;13331;4362;296;45;20;;22;10;;;;;;21;;5467;2744;3498;;
URGENCES2;2020;660000084;CH PERPIGNAN;660780180;PED;168;336;1;IAO;12791;;;;;;;;;;;;;;;1536;5;1830;69;32;37;;
URGENCES2;2020;660780628;CL DU VALLESPIR;660000282;GEN;168;168;1;IAO;9236;1492;1435;1258;726;11;;;;;;;;;;;2;732;602;448;156;1;1
URGENCES2;2020;660780776;CL ST MICHEL;660000399;GEN;168;252;1;IAO;8315;1467;1740;1015;;;;;;;;;;;;;2;730;520;432;90;1;1
URGENCES2;2020;660780784;CL ST PIERRE;660000407;GEN;322;448;1;IAO;24273;2130;3329;3896;843;105;;;;;;;247;107;26;;2;730;2640;2117;523;1;1
URGENCES2;2020;660790387;POLYCL MEDIPOLE ST ROCH;660790379;GEN;252;567;1;IAO;36145;3660;6269;4947;1398;135;;;;89;43;0;914;428;15;;10;3650;1072;921;151;1;1
URGENCES2;2020;670000025;HOPITAL CIVIL / NOUVEL HOPITAL CIVIL;670780055;GEN;601;1505;1;IAOMAO;27903;4679;454;8321;2507;14;151;19;2;0;0;0;1619;543;5;;18;6570;17868;7927;12403;1;1
URGENCES2;2020;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;GEN;429;1229;1;IAO;39577;4779;10037;8928;3075;901;171;141;;;;;538;316;1;;12;4392;4052;369;4689;1;0
URGENCES2;2020;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;GEN;241;875;1;IAO;25618;;;2812;;;;;;;;;;;;;6;2190;2807;1092;1789;1;1
URGENCES2;2020;670000272;CH INTERCOMMUNAL DE LA LAUTER;670780543;GEN;240;175;1;IAO;10298;1524;1671;2272;898;19;51;33;0;0;0;0;338;49;58;;2;732;277;84;205;1;1
URGENCES2;2020;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;GEN;394;765;1;IAO;25756;3379;4862;4982;2239;711;0;0;0;0;0;0;870;216;50;;8;2928;3058;431;2999;1;1
URGENCES2;2020;670018068;CLINIQUE RHENA GCS ES;670017847;GEN;168;672;1;IAO;23289;978;3171;677;110;41;43;20;23;;;;14;8;6;;8;2920;2697;1910;855;1;1
URGENCES2;2020;670780212;CLINIQUE SAINTE-ANNE;670014604;GEN;168;35;1;IAO;14758;892;3137;2751;419;36;;;;;;;;;;;5;1825;2753;1915;845;;
URGENCES2;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;GEN;857;1733;1;IAOMAO;46130;6336;2079;5721;1541;43;69;7;0;0;0;0;2376;1148;3;;14;5110;13649;6562;8568;1;1
URGENCES2;2020;670783273;HOPITAL DE HAUTEPIERRE;670780055;PED;532;753;1;IAO;27694;;;;;;;;;;;;;;;3780;8;2920;3731;2075;1860;;
URGENCES2;2020;680000320;CLINIQUE DIACONAT FONDERIE;680000643;GEN;168;478;0;;24502;;;;;;;;;;;;;;;;4;1460;2887;2142;880;1;1
URGENCES2;2020;680000544;CENTRE HOSPITALIER D'ALTKIRCH;680020336;GEN;168;266;1;IAO;11355;1599;1622;1205;543;4;;;;;;;;;;;2;732;500;156;362;0;0
URGENCES2;2020;680000684;HOPITAL LOUIS PASTEUR;680000973;GEN;1008;2142;1;IAOMAO;56931;8652;14485;14322;;2479;;;;;;;;;;;22;8052;5749;1454;4846;1;0
URGENCES2;2020;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;GEN;168;336;1;IAO;12790;1078;2348;1072;;;0;;;;;;574;;;;3;1098;609;346;272;1;
URGENCES2;2020;680004546;HOPITAL EMILE MULLER;680020336;GEN;826;1813;;;73214;7929;19665;13618;3375;3159;;;;;;;;;;;21;;3903;603;4119;;
URGENCES2;2020;680020096;POLE PUBLIC SAINT-LOUIS - GHRMSA;680020336;GEN;168;252;1;IAO;14752;1458;2063;264;60;5;;;;;;;;;;;0;0;;;;1;1
URGENCES2;2020;690000013;CH MONTGELAS;690780036;GEN;336;300;1;IAO;14372;1331;1359;2252;739;17;1;1;;;;;331;83;7;;3;1098;1531;709;862;1;1
URGENCES2;2020;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;GEN;893;1619;1;IAOMAO;58209;6308;22764;14316;4304;2841;;;;;;;;;;;15;4164;4103;1135;3190;1;1
URGENCES2;2020;690000625;CH DE TARARE;690782271;GEN;322;420;1;IAO;17234;1337;2548;3427;;;;;;;;;;;;;8;2928;2458;796;1685;1;1
URGENCES2;2020;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;PED;476;1680;1;IAO;69042;;;;;;;;;;;;;;;6175;18;;3422;998;3162;;
URGENCES2;2020;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;GEN;264;504;1;IAO;24991;1760;3676;1742;;;0;;;0;;;271;;;;4;1460;1803;1370;474;1;1
URGENCES2;2020;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;GEN;429;1080;1;IAO;52052;6052;1320;4181;1242;2;156;156;;;;;2439;691;31;;11;4026;8573;5521;3110;1;1
URGENCES2;2020;690780093;HIA DESGENETTES;750821092;GEN;252;504;1;IAO;9924;720;100;698;271;0;10;0;0;0;0;0;281;51;1;;4;;448;82;380;0;1
URGENCES2;2020;690780390;POLYCLINIQUE LYON-NORD;690000229;GEN;217;409;1;IAO;15504;2283;2146;1668;663;15;;;;;;;;;;;5;1825;549;143;446;1;1
URGENCES2;2020;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;690031190;GEN;420;588;1;IAO;25620;2176;3147;2322;;;;;;;;;430;;;;8;2928;1478;500;1051;;
URGENCES2;2020;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;GEN;252;580;1;IAO;20668;2811;1616;2326;649;22;;;;;;;202;102;2;;6;2190;1706;882;875;1;1
